"('AAPL', 'Open')","('AAPL', 'High')","('AAPL', 'Low')","('AAPL', 'Close')","('AAPL', 'Adj Close')","('AAPL', 'Volume')","('AAPL', 'Formatted Date')","('BYDDF', 'Open')","('BYDDF', 'High')","('BYDDF', 'Low')","('BYDDF', 'Close')","('BYDDF', 'Adj Close')","('BYDDF', 'Volume')","('BYDDF', 'Formatted Date')"
143.66000366210938,144.3800048828125,141.27999877929688,141.5,139.88168334960938,89056700,2021-09,31.8799991607666,31.8799991607666,30.700000762939453,31.1200008392334,30.954795837402344,70300,2021-09
141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,141.01852416992188,94639600,2021-10,31.5,31.5,30.719999313354492,30.829999923706055,30.66633415222168,54900,2021-10
141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,137.54867553710938,98322000,2021-10,30.68000030517578,31.06999969482422,30.5,30.649999618530273,30.487289428710938,116400,2021-10
139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,139.49612426757812,80861100,2021-10,30.75,31.950000762939453,30.75,31.90999984741211,31.7406005859375,113700,2021-10
139.47000122070312,142.14999389648438,138.3699951171875,142.0,140.37596130371094,83221100,2021-10,31.010000228881836,31.1200008392334,30.799999237060547,30.989999771118164,30.825485229492188,57300,2021-10
143.05999755859375,144.22000122070312,142.72000122070312,143.2899932861328,141.65118408203125,61732700,2021-10,32.4900016784668,32.4900016784668,31.510000228881836,32.4900016784668,32.31752014160156,122600,2021-10
144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,141.2656707763672,58773200,2021-10,32.7599983215332,32.7599983215332,31.5,31.920000076293945,31.75054931640625,51700,2021-10
142.27000427246094,144.80999755859375,141.80999755859375,142.80999755859375,141.17672729492188,64452200,2021-10,32.16999816894531,33.099998474121094,32.16999816894531,32.90999984741211,32.735294342041016,154700,2021-10
143.22999572753906,143.25,141.0399932861328,141.50999450683594,139.89157104492188,73035900,2021-10,32.97999954223633,32.97999954223633,32.369998931884766,32.72999954223633,32.55624771118164,76600,2021-10
141.24000549316406,141.39999389648438,139.1999969482422,140.91000366210938,139.29843139648438,78762700,2021-10,32.84000015258789,33.900001525878906,32.84000015258789,33.900001525878906,33.72003936767578,81300,2021-10
142.11000061035156,143.8800048828125,141.50999450683594,143.75999450683594,142.1158447265625,69907100,2021-10,33.849998474121094,33.849998474121094,33.43000030517578,33.79999923706055,33.620567321777344,93300,2021-10
143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,143.1834716796875,67940300,2021-10,34.650001525878906,35.47999954223633,34.650001525878906,35.279998779296875,35.092708587646484,178100,2021-10
143.4499969482422,146.83999633789062,143.16000366210938,146.5500030517578,144.87393188476562,85589200,2021-10,35.560001373291016,35.9900016784668,35.560001373291016,35.90999984741211,35.71936798095703,133800,2021-10
147.00999450683594,149.1699981689453,146.5500030517578,148.75999450683594,147.0586700439453,76378900,2021-10,36.25,36.5,36.099998474121094,36.5,36.30623245239258,122900,2021-10
148.6999969482422,149.75,148.1199951171875,149.25999450683594,147.55291748046875,58418800,2021-10,36.939998626708984,36.939998626708984,36.4900016784668,36.689998626708984,36.49522399902344,53900,2021-10
148.80999755859375,149.63999938964844,147.8699951171875,149.47999572753906,147.77040100097656,61421000,2021-10,36.95000076293945,36.95000076293945,36.349998474121094,36.720001220703125,36.52507019042969,73900,2021-10
149.69000244140625,150.17999267578125,148.63999938964844,148.69000244140625,146.98944091796875,58883400,2021-10,37.5099983215332,38.33000183105469,37.5099983215332,38.099998474121094,37.89773941040039,181400,2021-10
148.67999267578125,149.3699951171875,147.6199951171875,148.63999938964844,146.94000244140625,50720600,2021-10,39.02000045776367,40.25,39.02000045776367,40.150001525878906,39.936859130859375,220600,2021-10
149.3300018310547,150.83999633789062,149.00999450683594,149.32000732421875,147.61224365234375,60893400,2021-10,39.81999969482422,40.790000915527344,39.689998626708984,39.79999923706055,39.588714599609375,195900,2021-10
149.36000061035156,149.72999572753906,148.49000549316406,148.85000610351562,147.1476287841797,56094900,2021-10,39.849998474121094,40.20000076293945,39.52000045776367,40.0,39.787654876708984,84800,2021-10
149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,150.82508850097656,100077900,2021-10,39.970001220703125,39.970001220703125,36.5,37.599998474121094,37.400390625,323900,2021-10
147.22000122070312,149.94000244140625,146.41000366210938,149.8000030517578,148.0867462158203,124953200,2021-10,36.9900016784668,37.0,36.0,36.27000045776367,36.077457427978516,207400,2021-10
148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,147.25636291503906,74588300,2021-11,38.0,38.0,35.65999984741211,37.4900016784668,37.29098129272461,174400,2021-11
148.66000366210938,151.57000732421875,148.64999389648438,150.02000427246094,148.3042449951172,69122000,2021-11,37.5,39.540000915527344,37.25,38.25,38.04694366455078,142000,2021-11
150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,149.7574462890625,54511500,2021-11,37.5,38.7599983215332,37.5,37.97999954223633,37.778377532958984,87300,2021-11
151.5800018310547,152.42999267578125,150.63999938964844,150.9600067138672,149.23348999023438,60394600,2021-11,39.95000076293945,40.54999923706055,39.90999984741211,40.15999984741211,39.94680404663086,161900,2021-11
151.88999938964844,152.1999969482422,150.05999755859375,151.27999877929688,149.76809692382812,65463900,2021-11,39.9900016784668,39.9900016784668,39.25,39.54999923706055,39.34004211425781,147300,2021-11
151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,148.93649291992188,55020900,2021-11,39.5,40.470001220703125,39.22999954223633,39.47999954223633,39.270416259765625,155900,2021-11
150.1999969482422,151.42999267578125,150.05999755859375,150.80999755859375,149.30276489257812,56787900,2021-11,41.0,41.0,39.29999923706055,39.40999984741211,39.20078659057617,206200,2021-11
150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,146.44166564941406,65187100,2021-11,38.93000030517578,39.04999923706055,38.13999938964844,38.459999084472656,38.255828857421875,116500,2021-11
148.9600067138672,149.42999267578125,147.67999267578125,147.8699951171875,146.3921661376953,41000000,2021-11,38.47999954223633,39.95000076293945,38.209999084472656,39.599998474121094,39.38977813720703,82700,2021-11
148.42999267578125,150.39999389648438,147.47999572753906,149.99000549316406,148.49099731445312,63804000,2021-11,39.599998474121094,39.599998474121094,38.31999969482422,38.54999923706055,38.34535217285156,125000,2021-11
150.3699951171875,151.8800048828125,149.42999267578125,150.0,148.5009002685547,59222800,2021-11,39.040000915527344,39.040000915527344,37.5,37.54999923706055,37.35065841674805,136900,2021-11
149.94000244140625,151.49000549316406,149.33999633789062,151.0,149.4908905029297,59256200,2021-11,38.060001373291016,39.08000183105469,38.060001373291016,39.08000183105469,38.87253952026367,113800,2021-11
151.0,155.0,150.99000549316406,153.49000549316406,151.9560089111328,88807000,2021-11,38.79999923706055,38.79999923706055,38.040000915527344,38.130001068115234,37.927581787109375,200300,2021-11
153.7100067138672,158.6699981689453,153.0500030517578,157.8699951171875,156.292236328125,137827700,2021-11,39.5,39.5,38.40999984741211,38.58000183105469,38.37519454956055,126100,2021-11
157.64999389648438,161.02000427246094,156.52999877929688,160.5500030517578,158.9454345703125,117305600,2021-11,38.880001068115234,38.880001068115234,37.689998626708984,38.54999923706055,38.34535217285156,90800,2021-11
161.67999267578125,165.6999969482422,161.0,161.02000427246094,159.41075134277344,117467900,2021-11,39.61000061035156,40.630001068115234,39.61000061035156,40.33000183105469,40.11590576171875,206900,2021-11
161.1199951171875,161.8000030517578,159.05999755859375,161.41000366210938,159.79685974121094,96041900,2021-11,41.0,41.2400016784668,39.5099983215332,40.79999923706055,40.58340835571289,141500,2021-11
160.75,162.13999938964844,159.63999938964844,161.94000244140625,160.32156372070312,69463600,2021-11,40.2599983215332,40.619998931884766,40.0,40.619998931884766,40.404361724853516,64500,2021-11
159.57000732421875,160.4499969482422,156.36000061035156,156.80999755859375,155.24282836914062,76959800,2021-11,37.45000076293945,39.900001525878906,37.45000076293945,38.630001068115234,38.4249267578125,95500,2021-11
159.3699951171875,161.19000244140625,158.7899932861328,160.24000549316406,158.6385498046875,88748200,2021-11,38.630001068115234,39.68000030517578,38.630001068115234,39.099998474121094,38.89242935180664,121200,2021-11
159.99000549316406,165.52000427246094,159.9199981689453,165.3000030517578,163.64797973632812,174048100,2021-11,39.02000045776367,39.9900016784668,39.02000045776367,39.54999923706055,39.34004211425781,99700,2021-11
167.47999572753906,170.3000030517578,164.52999877929688,164.77000427246094,163.12327575683594,152052500,2021-12,40.20000076293945,40.20000076293945,38.7599983215332,39.0,38.792964935302734,106300,2021-12
158.74000549316406,164.1999969482422,157.8000030517578,163.75999450683594,162.12335205078125,136739200,2021-12,40.2400016784668,40.2400016784668,38.65999984741211,38.779998779296875,38.574127197265625,86200,2021-12
164.02000427246094,164.9600067138672,159.72000122070312,161.83999633789062,160.22254943847656,118023100,2021-12,38.0,39.369998931884766,37.060001373291016,37.34000015258789,37.14177322387695,818700,2021-12
164.2899932861328,167.8800048828125,164.27999877929688,165.32000732421875,163.66775512695312,107497000,2021-12,36.4900016784668,37.0,35.9900016784668,36.959999084472656,36.763790130615234,347300,2021-12
169.0800018310547,171.5800018310547,168.33999633789062,171.17999267578125,169.46920776367188,120405400,2021-12,37.06999969482422,38.34000015258789,37.06999969482422,37.7400016784668,37.53965377807617,124900,2021-12
172.1300048828125,175.9600067138672,170.6999969482422,175.0800018310547,173.33023071289062,116998900,2021-12,38.150001525878906,38.59000015258789,36.72999954223633,37.91999816894531,37.718692779541016,60200,2021-12
174.91000366210938,176.75,173.9199981689453,174.55999755859375,172.8154296875,108923700,2021-12,38.400001525878906,38.400001525878906,37.0,37.04999923706055,36.85331344604492,630000,2021-12
175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,177.65655517578125,115402700,2021-12,37.040000915527344,38.20000076293945,37.0099983215332,37.400001525878906,37.20145797729492,173500,2021-12
181.1199951171875,182.1300048828125,175.52999877929688,175.74000549316406,173.983642578125,153237000,2021-12,38.08000183105469,38.08000183105469,36.20000076293945,36.25,36.05756378173828,82300,2021-12
175.25,177.74000549316406,172.2100067138672,174.3300018310547,172.58773803710938,139380400,2021-12,35.58000183105469,35.900001525878906,35.0,35.2599983215332,35.072818756103516,846300,2021-12
175.11000061035156,179.5,172.30999755859375,179.3000030517578,177.50807189941406,131063300,2021-12,34.650001525878906,34.650001525878906,33.33000183105469,34.290000915527344,34.107967376708984,512000,2021-12
179.27999877929688,181.13999938964844,170.75,172.25999450683594,170.53839111328125,150185800,2021-12,34.52000045776367,35.75,34.52000045776367,34.91999816894531,34.734619140625,107700,2021-12
169.92999267578125,173.47000122070312,169.69000244140625,171.13999938964844,169.4296112060547,195432700,2021-12,34.279998779296875,34.279998779296875,33.34000015258789,33.95000076293945,33.769771575927734,101700,2021-12
168.27999877929688,170.5800018310547,167.4600067138672,169.75,168.05348205566406,107499100,2021-12,31.670000076293945,33.20000076293945,31.1200008392334,31.440000534057617,31.273096084594727,719900,2021-12
171.55999755859375,173.1999969482422,169.1199951171875,172.99000549316406,171.2611083984375,91185900,2021-12,32.65999984741211,33.5,32.65999984741211,33.43000030517578,33.252532958984375,137900,2021-12
173.0399932861328,175.86000061035156,172.14999389648438,175.63999938964844,173.8846435546875,92135300,2021-12,34.0,34.5,34.0,34.349998474121094,34.16764831542969,69100,2021-12
175.85000610351562,176.85000610351562,175.27000427246094,176.27999877929688,174.5182342529297,68356600,2021-12,34.5,35.209999084472656,34.04999923706055,34.54999923706055,34.36658477783203,76900,2021-12
177.08999633789062,180.4199981689453,177.07000732421875,180.3300018310547,178.52777099609375,74919600,2021-12,34.130001068115234,34.130001068115234,33.650001525878906,33.75,33.57083511352539,119100,2021-12
180.16000366210938,181.3300018310547,178.52999877929688,179.2899932861328,177.49813842773438,79144300,2021-12,33.099998474121094,33.41999816894531,33.099998474121094,33.20000076293945,33.02375411987305,72400,2021-12
179.3300018310547,180.6300048828125,178.13999938964844,179.3800048828125,177.58726501464844,62348900,2021-12,33.54999923706055,33.709999084472656,33.060001373291016,33.45000076293945,33.27242660522461,68100,2021-12
179.47000122070312,180.57000732421875,178.08999633789062,178.1999969482422,176.41905212402344,59773000,2021-12,32.61000061035156,35.279998779296875,32.61000061035156,34.900001525878906,34.71472930908203,164400,2021-12
178.08999633789062,179.22999572753906,177.25999450683594,177.57000732421875,175.7953643798828,64062300,2021-12,34.75,35.0,34.0,34.0,33.81950378417969,84300,2021-12
177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683594,180.1909637451172,104487900,2022-01,34.29999923706055,35.0,34.29999923706055,34.959999084472656,34.774410247802734,172000,2022-01
182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,177.90403747558594,99310400,2022-01,35.45000076293945,35.45000076293945,33.97999954223633,34.65999984741211,34.47600173950195,117600,2022-01
179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,173.1718292236328,94537600,2022-01,32.52000045776367,32.790000915527344,32.04999923706055,32.099998474121094,31.929590225219727,224400,2022-01
172.6999969482422,175.3000030517578,171.63999938964844,172.0,170.281005859375,96904000,2022-01,31.760000228881836,32.04999923706055,31.610000610351562,31.809999465942383,31.641130447387695,143700,2022-01
172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,170.44931030273438,86709100,2022-01,31.75,32.7599983215332,31.469999313354492,31.549999237060547,31.382511138916016,75800,2022-01
169.0800018310547,172.5,168.1699981689453,172.19000244140625,170.4691162109375,106765600,2022-01,30.40999984741211,31.399999618530273,30.059999465942383,30.649999618530273,30.487289428710938,250100,2022-01
172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,173.33023071289062,76138300,2022-01,30.600000381469727,31.940000534057617,30.59000015258789,31.829999923706055,31.661026000976562,77600,2022-01
176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,173.77572631835938,74805200,2022-01,32.93000030517578,34.529998779296875,32.93000030517578,33.81999969482422,33.64046096801758,101200,2022-01
175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,170.4691162109375,84505800,2022-01,34.439998626708984,34.439998626708984,33.029998779296875,33.16999816894531,32.99391174316406,98700,2022-01
171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,171.34034729003906,80440800,2022-01,33.2599983215332,34.68000030517578,33.20000076293945,33.95000076293945,33.769771575927734,82500,2022-01
171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,168.10299682617188,90956700,2022-01,33.9900016784668,34.0,32.880001068115234,33.86000061035156,33.68024826049805,116600,2022-01
170.0,171.0800018310547,165.94000244140625,166.22999572753906,164.5686798095703,94815000,2022-01,34.349998474121094,34.349998474121094,32.66999816894531,32.66999816894531,32.49656295776367,49500,2022-01
166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,162.86585998535156,91420500,2022-01,33.5,34.459999084472656,33.15999984741211,33.5,33.32216262817383,54700,2022-01
164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,160.786865234375,122848900,2022-01,33.43000030517578,33.5,32.47999954223633,32.599998474121094,32.426937103271484,90100,2022-01
160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,160.00474548339844,162294600,2022-01,31.139999389648438,31.40999984741211,29.729999542236328,30.93000030517578,30.76580238342285,358400,2022-01
158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,158.18316650390625,115798400,2022-01,30.149999618530273,31.399999618530273,30.149999618530273,31.010000228881836,30.845378875732422,135400,2022-01
163.5,164.38999938964844,157.82000732421875,159.69000244140625,158.0940399169922,108275300,2022-01,32.0,32.0,31.100000381469727,31.229999542236328,31.064210891723633,65000,2022-01
162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,157.6287384033203,121954600,2022-01,32.0,32.16999816894531,30.299999237060547,30.799999237060547,30.636491775512695,80400,2022-01
165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,168.62771606445312,179935700,2022-01,29.0,29.270000457763672,27.149999618530273,28.309999465942383,28.159711837768555,357200,2022-01
170.16000366210938,175.0,169.50999450683594,174.77999877929688,173.033203125,115541600,2022-01,29.0,29.81999969482422,28.030000686645508,29.709999084472656,29.552278518676758,122300,2022-01
174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,172.86492919921875,86213900,2022-02,29.350000381469727,30.15999984741211,29.350000381469727,29.8799991607666,29.721376419067383,108200,2022-02
174.75,175.8800048828125,173.3300018310547,175.83999633789062,174.0826416015625,84914300,2022-02,30.270000457763672,31.0,29.8799991607666,30.020000457763672,29.86063575744629,38500,2022-02
174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,171.17201232910156,89418100,2022-02,29.479999542236328,30.010000228881836,29.350000381469727,29.350000381469727,29.194190979003906,63600,2022-02
171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,170.88458251953125,82465400,2022-02,30.010000228881836,30.899999618530273,30.010000228881836,30.760000228881836,30.59670639038086,56600,2022-02
172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,170.16091918945312,77251200,2022-02,31.049999237060547,31.18000030517578,30.75,31.049999237060547,30.88516616821289,55300,2022-02
171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,173.30325317382812,74829200,2022-02,31.110000610351562,31.110000610351562,30.049999237060547,30.899999618530273,30.735963821411133,30000,2022-02
176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,174.74058532714844,71285000,2022-02,31.5,32.43000030517578,31.5,31.81999969482422,31.651079177856445,53300,2022-02
174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,170.61691284179688,90865900,2022-02,30.889999389648438,31.239999771118164,30.5,30.5,30.338085174560547,54900,2022-02
172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,167.1673126220703,98670700,2022-02,30.649999618530273,30.649999618530273,29.100000381469727,29.25,29.0947208404541,82900,2022-02
167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,167.4052276611328,86185500,2022-02,29.520000457763672,30.18000030517578,29.34000015258789,29.940000534057617,29.78105926513672,60100,2022-02
170.97000122070312,172.9499969482422,170.25,172.7899932861328,171.28103637695312,62527400,2022-02,31.010000228881836,31.5,31.010000228881836,31.5,31.332778930664062,62900,2022-02
171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,171.04315185546875,61177400,2022-02,30.540000915527344,31.989999771118164,30.540000915527344,31.6200008392334,31.45214080810547,27900,2022-02
171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,167.4052276611328,69589300,2022-02,31.709999084472656,32.75,31.690000534057617,32.20000076293945,32.02906036376953,76800,2022-02
169.82000732421875,170.5399932861328,166.19000244140625,167.3000030517578,165.8389892578125,82772700,2022-02,31.489999771118164,31.799999237060547,30.75,30.93000030517578,30.76580238342285,68500,2022-02
164.97999572753906,166.69000244140625,162.14999389648438,164.32000732421875,162.88504028320312,91162800,2022-02,30.540000915527344,30.540000915527344,29.75,30.079999923706055,29.920316696166992,116700,2022-02
165.5399932861328,166.14999389648438,159.75,160.07000732421875,158.6721649169922,90009200,2022-02,31.0,31.270000457763672,30.260000228881836,30.309999465942383,30.14909553527832,93600,2022-02
152.5800018310547,162.85000610351562,152.0,162.74000549316406,161.31884765625,141147500,2022-02,28.579999923706055,29.950000762939453,28.450000762939453,29.940000534057617,29.78105926513672,138800,2022-02
163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,163.41041564941406,91974200,2022-02,30.309999465942383,30.700000762939453,29.979999542236328,30.600000381469727,30.43755531311035,78800,2022-02
163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,163.67803955078125,95056600,2022-02,31.0,31.219999313354492,29.299999237060547,31.0,30.835432052612305,57000,2022-02
164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,161.77481079101562,83474400,2022-03,29.65999984741211,30.889999389648438,29.65999984741211,30.0,29.840740203857422,35700,2022-03
164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,165.10546875,79724800,2022-03,29.799999237060547,30.739999771118164,29.799999237060547,30.600000381469727,30.43755531311035,31800,2022-03
168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,164.77835083007812,76678400,2022-03,29.579999923706055,29.90999984741211,29.059999465942383,29.100000381469727,28.945518493652344,45400,2022-03
164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,161.74508666992188,83737200,2022-03,26.979999542236328,27.600000381469727,26.760000228881836,26.790000915527344,26.647781372070312,140300,2022-03
163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,157.90887451171875,96418800,2022-03,26.010000228881836,26.600000381469727,25.31999969482422,25.31999969482422,25.185585021972656,147700,2022-03
158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,156.06512451171875,131148300,2022-03,24.350000381469727,25.600000381469727,23.420000076293945,24.100000381469727,23.972063064575195,247300,2022-03
161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,161.52699279785156,91454900,2022-03,24.65999984741211,25.600000381469727,24.65999984741211,25.600000381469727,25.46409797668457,119100,2022-03
160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,157.13568115234375,105342000,2022-03,24.6299991607666,26.170000076293945,24.5,24.559999465942383,24.42962074279785,73100,2022-03
158.92999267578125,159.27999877929688,154.5,154.72999572753906,153.37876892089844,96970100,2022-03,25.059999465942383,25.5,23.6200008392334,23.739999771118164,23.61397361755371,227100,2022-03
151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,149.30465698242188,108732100,2022-03,22.149999618530273,22.8799991607666,21.6200008392334,21.700000762939453,21.584802627563477,242600,2022-03
150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,153.73561096191406,92964300,2022-03,21.489999771118164,22.700000762939453,21.420000076293945,22.389999389648438,22.271137237548828,335500,2022-03
157.0500030517578,160.0,154.4600067138672,159.58999633789062,158.19631958007812,102300200,2022-03,25.0,27.5,24.760000228881836,27.479999542236328,27.334117889404297,199300,2022-03
158.61000061035156,161.0,157.6300048828125,160.6199951171875,159.21734619140625,75615400,2022-03,27.360000610351562,28.389999389648438,26.399999618530273,26.950000762939453,26.80693244934082,130100,2022-03
160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,162.54800415039062,123511700,2022-03,27.0,28.56999969482422,27.0,28.43000030517578,28.279075622558594,132000,2022-03
163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,163.93577575683594,95811400,2022-03,28.170000076293945,28.170000076293945,26.950000762939453,27.43000030517578,27.28438377380371,77600,2022-03
165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,167.34571838378906,81532000,2022-03,27.40999984741211,28.440000534057617,27.40999984741211,28.31999969482422,28.169658660888672,84900,2022-03
167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,168.72360229492188,98062700,2022-03,27.8799991607666,29.25,27.8799991607666,28.68000030517578,28.527748107910156,143200,2022-03
